video_id,clip_id,text,label,annotation,mode,label_by
1_1003,0,good idea sit with her hold her comfort her and if the moment feels right see if you can cop a feel,1.0,Positive,test,0
1_1144,0,notify the editors of the oxford english dictionary the word plenty has been redefined to mean two,1.0,Positive,test,0
1_1180,0,oh please the only way she could make a contribution to science would be if they resumed sending chimps into space,1.0,Positive,test,0
1_1189,0,i m sorry i am not going back to the renaissance fair,-1.0,Negative,test,0
1_1262,0,you were very clear as was everyone else at the table,-1.0,Negative,test,0
1_1296,0,they gave him an assistant if i want a new pen i have to go to the bank with wire cutters,1.0,Positive,test,0
1_1466,0,maybe when i publish it i ll include an inhaler,1.0,Positive,test,0
1_1478,0,sadly mrs giselle wolowitz is sensitive to chlorine lucky for her i like my fashion models pruny and bug-eyed,1.0,Positive,test,0
1_1484,0,the big deal is that nobody touches food on my plate,-1.0,Negative,test,0
1_1549,0,on a dusty highway just outside bakersfield where do you think on mars,1.0,Positive,test,0
1_1560,0,how nice maybe they can carpool when they visit you in federal prison,1.0,Positive,test,0
1_1722,0,my aunt marion gave them to me for my 12th birthday,-1.0,Negative,test,0
1_1772,0,dave sounds like leonard s got a new bff,1.0,Positive,test,0
1_2198,0,assuming i can keep up this pace three hours 11 minutes plus however long it takes to conclude this fairly pointless conversation,1.0,Positive,test,0
1_2354,0,so do cocaine smugglers write cocaine on the box,1.0,Positive,test,0
1_2423,0,provided he has already read and is familiar with the reestablishment of the dc multiverse,-1.0,Negative,test,0
1_2575,0,you don t really believe in that superstition do you,-1.0,Negative,test,0
1_2580,0,okay here s an idea what if i change my name and go live with my cousin and her husband avi in israel,1.0,Positive,test,0
1_2797,0,it s an ical download she can put it right in her phone,1.0,Positive,test,0
1_2819,0,you know i ve always wanted to go to a goth nightclub,1.0,Positive,test,0
1_2842,0,oh you know goth stuff goth magazines goth music,-1.0,Negative,test,0
1_2853,0,obviously waitressing at the cheese cake factory is a complex socio-economic activity that requires a great deal of analysis and planning,1.0,Positive,test,0
1_3064,0,when i have enough to destroy all the human toast on the battlestar known as galactica,1.0,Positive,test,0
1_3069,0,seems like an awful lot of trouble to go through for intercourse,-1.0,Negative,test,0
1_3125,0,but if she dumps you she ll have a new boyfriend by tomorrow morning and you ll have a new girlfriend when you figure out how to build one,1.0,Positive,test,0
1_3287,0,oh sure and while we re at it why don t we put our hands behind our backs have an old-fashioned eating contest,1.0,Positive,test,0
1_3293,0,leonard s work is nearly as amazing as third graders growing lima beans in wet paper towels,1.0,Positive,test,0
1_3333,0,okay i got a bone to pick with you,-1.0,Negative,test,0
1_3545,0,i understand your point but given a choice jews always go with chinese food,1.0,Positive,test,0
1_3599,0,why don t you keep that stuff in the bathroom,-1.0,Negative,test,0
1_3837,0,excuse me i m thirsty so i m going to go to the refrigerator and get myself a refreshing beverage,-1.0,Negative,test,0
1_3840,0,i read a study online that walking after a meal not only aids in digestion but increases serotonin and you know me if there s one thing i like more than a refreshing beverage it s serotonin bye-bye,-1.0,Negative,test,0
1_3842,0,so what you re just gonna walk up and down the stairs,-1.0,Negative,test,0
1_4031,0,in 1917 when albert einstein established the theoretic foundation for the laser in his paper <i> zur quantentheorie der</i> <i>strahlung </i> his fondest hope was that the resultant device be bitchin,1.0,Positive,test,0
1_4281,0,it was the kind of thing that makes it kind of hard to face her now,-1.0,Negative,test,0
1_4286,0,all right all right he can buy his own desk,-1.0,Negative,test,0
1_4290,0,i just have a question does bernadette ever talk about me,-1.0,Negative,test,0
1_4352,0,he does it all the time he s a cornucopia of social awkwardness,-1.0,Negative,test,0
1_4603,0,is it possible that she was going for your cheek and you moved and she accidentally got lip that happens with me and my mom all the time,-1.0,Negative,test,0
1_4743,0,oh and the science dudes want to talk science with you what do you want to talk about-- rocks dinosaurs our friend the beaver,1.0,Positive,test,0
1_4760,0,in the bedrooms of ten-year- old girls where they belong,1.0,Positive,test,0
1_4792,0,obviously we re no longer a justice league we have no choice but to switch to our muppet baby costumes,-1.0,Negative,test,0
1_4850,0,i understand your loyalty is admirable but what if i were to up the ante,-1.0,Negative,test,0
1_4995,0,hey you taught me something who would have thought it,1.0,Positive,test,0
1_5058,0,an entire dinner to talk about your research where you going the drive-thru at jack in the box,1.0,Positive,test,0
1_5156,0,that s got to be fun for you huh watching hofstadter suck the saliva out of your sister s mouth,1.0,Positive,test,0
1_5571,0,yes i d like a seven-day course of penicillin some uh syrup of ipecac-- to induce vomiting-- and a mint,1.0,Positive,test,0
1_5572,0,he drank from leonard s glass he drank from leonard s glass -- the words they ll be carving into my tombstone,1.0,Positive,test,0
1_5580,0,right right whereas jewish mothers take a casual la-di-da approach to their sons,1.0,Positive,test,0
1_5581,0,i gargled with tequila and may have swallowed a teeny bit,-1.0,Negative,test,0
1_5617,0,is an event that s like a heart attack,1.0,Positive,test,0
1_5679,0,i d like to respond to that sarcastically yes i relish the thought of a stranger covering my body with oil and rubbing it,1.0,Positive,test,0
1_5699,0,congratulations and welcome temporarily aboard here s your i d card your key and your lapel pin which leonard was too cool to wear,1.0,Positive,test,0
1_5786,0,all right so technically it s not a dinner date i suppose you could call it a uh dinfast date but if you did you d open yourself to peer-based mocking such as hey leonard how was your dinfast with priya last night,-1.0,Negative,test,0
1_5919,0,because you don t have a girlfriend well good lord if that becomes a reason not to play dungeons & dragons this game s in serious trouble,-1.0,Negative,test,0
1_5953,0,here s some other fun news on the raj/emily front he gave her a pair of diamond earrings and leased her a car,-1.0,Negative,test,0
1_5964,0,smart whisper so the deaf chick can t hear you,1.0,Positive,test,0
1_6020,0,you just got off the list would you like back on it this ll just take a moment it s on a five and a quarter inch floppy,1.0,Positive,test,0
1_6032,0,you see betrayal in others but not yourself,1.0,Positive,test,0
1_6065,0,frankly mom i m encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge,1.0,Positive,test,0
1_6113,0,so this spring i get to go to the international space station oh my word a trip to the heavens,-1.0,Negative,test,0
1_6134,0,no i m just allergic to people who get nobel prizes for no good reason,1.0,Positive,test,0
1_6165,0,yes there s nothing quite like the slightly widened eyes of mildly startled,1.0,Positive,test,0
1_6211,0,no you mean this was all a ruse oh how could i be so stu,-1.0,Negative,test,0
1_6370,0,oh of course he is she s very interesting did you know when she was 14 she severed the webbing between her own toes,1.0,Positive,test,0
1_6426,0,you know the holidays are just around the corner maybe he wants to see if he can lodge the other testicle up there,1.0,Positive,test,0
1_6472,0,you d think a winner could make a decent cup of cocoa,1.0,Positive,test,0
1_6504,0,oh i see why you re confused no her news sounded important but what you re forgetting is it was an achievement in the field of biology that s all about yucky squishy things,1.0,Positive,test,0
1_6534,0,no but maybe she wants a man with a pocket watch,-1.0,Negative,test,0
1_6683,0,yeah terrific the other astronauts would love to go hurtling through space with a guy named crash,1.0,Positive,test,0
1_6766,0,maybe that s because i m not being challenged it s the same reason einstein failed math,-1.0,Negative,test,0
1_6860,0,i m sorry it s the bad boy attitude that comes with this hair,-1.0,Negative,test,0
1_7089,0,how about you did you have a fun night yeah we uh made gift bags had wine and then went online and saw this,1.0,Positive,test,0
1_7186,0,not exactly listen if you don t mind i m not really up for chatting i m just going to sit here quietly and let my life flash before my eyes,-1.0,Negative,test,0
1_7281,0,darn if you weren t busy i d ask you to join us,1.0,Positive,test,0
1_7341,0,i am talking to a man in space if you don t have the (walkie-talkie static) then he might as well be at the coffee bean over on lake street,-1.0,Negative,test,0
1_7442,0,the original title was a rederivation of maxwell s equations regarding electromagnetism i dumbed it down because some of the more religious people in town were starting to say i was a witch,-1.0,Negative,test,0
1_7487,0,yeah well bernadette s a little under the weather and my mom s kind of under my dentist,-1.0,Negative,test,0
1_7490,0,it s okay you know we space cowboys don t do what we do for glory and fame we leave that to your rock stars and your athletes and your howie mandels,-1.0,Negative,test,0
1_7575,0,you re right the party s fantastic please tell me more i haven t heard enough about it all week because hearing about that never gets old,1.0,Positive,test,0
1_7593,0,amy i can t just ask wil wheaton to leave he s a minor celebrity once you explain who he is many people recognize him,-1.0,Negative,test,0
1_7641,0,she was just so sad all the time yeah i was the only person who could cheer her up well me and ben and jerry,-1.0,Negative,test,0
1_7661,0,yeah that was five weeks ago how much longer is he gonna milk that cow,-1.0,Negative,test,0
1_7722,0,exactly what it was half an hour ago it s like you re not even trying to get better,1.0,Positive,test,0
1_8042,0,no just me her and a couple of the big wigs it s part of a bonus she got,-1.0,Negative,test,0
1_8078,0,trust me you re not jewish that s how they get you,-1.0,Negative,test,0
1_8407,0,oh sure what a wonderful idea and after that i ll make up my own rules of oral hygiene you know instead of flossing i ll rub pudding on my gums i m going to get the number of the syfy channel and give them what for,1.0,Positive,test,0
1_8417,0,oh i think we were looking at creepy in the rearview mirror when i put up that camera,-1.0,Negative,test,0
1_8837,0,not as relieved as i m about to be it s a brave new world little lady,-1.0,Negative,test,0
1_9003,0,i m not going to bother him i m going to talk to him,-1.0,Negative,test,0
1_9009,0,- no no no i m really good at this all right give me a hint does it involve difficulty initiating a stream of anything,-1.0,Negative,test,0
1_9245,0,can we talk about something else do you know that i yodel,-1.0,Negative,test,0
1_9594,0,i can t believe we wasted all that time on our hulk costumes,-1.0,Negative,test,0
1_9668,0,people usually start a meeting with a joke but you go ahead-- end with one,-1.0,Negative,test,0
1_9971,0,i was gonna say we pick up a cake or a pie but an insult to her faith is always thoughtful,1.0,Positive,test,0
1_10004,0,and of those few months how long have you been a demented sex pervert,-1.0,Negative,test,0
1_10190,0,well now that i ve given up string theory i m struggling to find my next area of focus so in your professional opinion which of these areas do you think is the most promising,-1.0,Negative,test,0
1_10462,0,you know if you re really serious about that i hear there are some exciting opportunities in home care for the old and fat,1.0,Positive,test,0
1_10496,0,- you and oh sure and while we re at it why don t we get engaged too why don t we get a little house start a family enjoy our sunset years together do you hear yourself woman,1.0,Positive,test,0
1_10810,0,i ll give you a plan right now step one open comic book store step two start rumor this comic book store gives you genital warts,-1.0,Negative,test,0
1_10829,0,on the bright side that oxford study was right one friend down i wonder who you re going to lose next,1.0,Positive,test,0
1_10849,0,that s how much buying a comic book store means to me,-1.0,Negative,test,0
1_10859,0,i don t need a reason-- it s my house,-1.0,Negative,test,0
1_10977,0,let s not talk about this in front of our friends,-1.0,Negative,test,0
1_11046,0,wow he really went where no man has gone before,-1.0,Negative,test,0
1_11120,0,next time i might be in a rush it s good to have a few in the bank,-1.0,Negative,test,0
1_11177,0,i m listening to you snore i m wondering how i ll ever sleep without it,1.0,Positive,test,0
1_11224,0,and here i am in the trap you just keep talking i m gonna chew my leg off,1.0,Positive,test,0
1_11236,0,oh you re hardly out of the woods no you still run the risk of infection a blood clot the possibility that an inattentive surgeon let a barn spider lay eggs in your nose,-1.0,Negative,test,0
1_11243,0,i love that you re too good to pee in the kitchen sink,1.0,Positive,test,0
1_11253,0,so as they say all good things must come to an end,-1.0,Negative,test,0
1_11257,0,doesn t professor abbott s family want any of this stuff,-1.0,Negative,test,0
1_11306,0,i guess the sad truth is not everyone will accomplish something great some of us may just have to find meaning in the little moments that make up life,-1.0,Negative,test,0
1_11378,0,are you sure a dummy like me can handle something as complicated as a blanket,1.0,Positive,test,0
1_11526,0,as you may know i ve been experimenting with elevated anxiety levels and i thought what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk,-1.0,Negative,test,0
1_11529,0,and how difficult it is to do when she s bloated cranky and crampy,-1.0,Negative,test,0
1_11901,0,yeah good for you leonard that s a lovely little notion kind of like i wish i could talk to my uncle in chicago yeah now stand back while i invent the telephone hello oh hold on leonard it s your uncle he says you just got burned,1.0,Positive,test,0
1_11913,0,it s why my people wandered the desert for 40 years took that long to walk it off,1.0,Positive,test,0
1_11924,0,all right amy s in charge of pricing and being 75,1.0,Positive,test,0
1_12002,0,then buckle up you re in for a cranky night,-1.0,Negative,test,0
1_12083,0,oh just put it in your mouth and pop it like a zit,-1.0,Negative,test,0
